frequency_manner_monosyllabic_onsets
O	617
O-R	147
O-O	145
O-L	117
N	84
V	59
L	50
R	45
O-N	35
O-O-R	35
J	21
O-O-L	10
N-L	5
O-J	4
N-R	3
O-O-O	3
O-O-N	1
