frequency_manner_all_onsets
O	1998118
V	884109
O-R	479618
N	394059
R	275621
O-O	221873
O-L	95143
L	56966
O-N	48436
O-O-R	40281
O-O-O	30081
J	22614
O-O-L	16779
O-O-O-R	5867
N-N	5552
O-O-N	5412
O-J	4700
O-O-O-L	2099
R-O	1893
O-O-J	1185
N-R	1139
L-O	883
N-O	807
L-N	744
O-O-O-O	608
N-L	456
N-O-O	250
L-O-O	208
L-J	205
N-J	184
N-O-L	106
O-N-R	63
N-O-N	49
R-J	49
O-R-N	43
O-L-O	43
O-N-N	24
O-L-J	18
N-O-J	14
O-N-L	4
O-R-R	1
