frequency_manner_monosyllabic_codas
O	1192
O-O	256
N	203
R-O	138
V	128
L	120
R	105
N-O	101
J	64
L-O	59
O-R	36
J-O	32
R-N	18
R-O-O	13
O-L	11
O-N	11
L-L	10
J-N	10
N-O-O	9
N-N	9
O-O-R	8
R-L	7
O-O-O	5
L-N	5
N-O-R	4
L-O-O	4
J-O-O	3
J-N-O	3
J-O-L	2
O-O-L	2
R-O-O-O	1
N-R	1
O-N-O	1
N-L	1
N-O-L	1
N-O-O-R	1
J-R	1
J-L	1
L-O-R	1
R-L-O	1
R-N-O-O	1
