frequency_manner_all_onsets
O	45948
V	16983
N	9830
O-R	9473
O-O	5509
R	5352
O-L	2916
L	2047
O-N	1158
J	900
O-O-R	800
O-O-O	431
O-O-L	280
N-N	191
O-J	133
O-O-O-R	75
O-O-N	61
R-O	44
L-O	42
L-N	33
O-O-O-L	31
N-R	29
N-L	21
N-O	18
O-O-J	16
N-J	11
N-O-O	10
L-J	5
L-O-O	5
N-O-L	5
O-O-O-O	4
O-N-R	3
O-R-N	2
N-O-N	2
O-L-O	2
R-J	2
O-R-R	1
N-O-J	1
O-N-L	1
