	word_ortho	number_syllables	word_q1	onset_q1	coda_q1	word_q2	onset_q2	coda_q2
17920	креслив	2	O-R-V-O-L-V-O	O-R	O	O-S-V-O-S-V-O	O-S	O
17921	креснак	2	O-R-V-O-N-V-O	O-R	O	O-S-V-O-S-V-O	O-S	O
17922	кресне	2	O-R-V-O-N-V	O-R	V	O-S-V-O-S-V	O-S	V
17923	кресница	3	O-R-V-O-N-V-O-V	O-R	V	O-S-V-O-S-V-O-V	O-S	V
17924	кресок	2	O-R-V-O-V-O	O-R	O	O-S-V-O-V-O	O-S	O
17925	кретен	2	O-R-V-O-V-N	O-R	N	O-S-V-O-V-S	O-S	S
17926	кретенест	3	O-R-V-O-V-N-V-O-O	O-R	O-O	O-S-V-O-V-S-V-O-O	O-S	O-O
17927	кретенизам	4	O-R-V-O-V-N-V-O-V-N	O-R	N	O-S-V-O-V-S-V-O-V-S	O-S	S
17928	кретон	2	O-R-V-O-V-N	O-R	N	O-S-V-O-V-S	O-S	S
17929	креч	1	O-R-V-O	O-R	O	O-S-V-O	O-S	O
17930	кречетало	4	O-R-V-O-V-O-V-L-V	O-R	V	O-S-V-O-V-O-V-S-V	O-S	V
17931	кречи	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
17932	крешендо	3	O-R-V-O-V-N-O-V	O-R	V	O-S-V-O-V-S-O-V	O-S	V
17933	крешти	2	O-R-V-O-O-V	O-R	V	O-S-V-O-O-V	O-S	V
17934	крже	2	O-V-R-O-V	O	V	O-V-S-O-V	O	V
17935	крз	1	O-V-R-O	O	R-O	O-V-S-O	O	S-O
17936	крзнар	2	O-V-R-O-N-V-R	O	R	O-V-S-O-S-V-S	O	S
17937	крзнарство	3	O-V-R-O-N-V-R-O-O-O-V	O	V	O-V-S-O-S-V-S-O-O-O-V	O	V
17938	крзнен	2	O-V-R-O-N-V-N	O	N	O-V-S-O-S-V-S	O	S
17939	крзно	2	O-V-R-O-N-V	O	V	O-V-S-O-S-V	O	V
17940	крив	1	O-R-V-O	O-R	O	O-S-V-O	O-S	O
17941	крива	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
17942	кривак	2	O-R-V-O-V-O	O-R	O	O-S-V-O-V-O	O-S	O
17943	кривачка	3	O-R-V-O-V-O-O-V	O-R	V	O-S-V-O-V-O-O-V	O-S	V
17944	кривда	2	O-R-V-O-O-V	O-R	V	O-S-V-O-O-V	O-S	V
17945	кривец	2	O-R-V-O-V-O	O-R	O	O-S-V-O-V-O	O-S	O
17946	криви	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
17947	кривина	3	O-R-V-O-V-N-V	O-R	V	O-S-V-O-V-S-V	O-S	V
17948	кривица	3	O-R-V-O-V-O-V	O-R	V	O-S-V-O-V-O-V	O-S	V
17949	кривичен	3	O-R-V-O-V-O-V-N	O-R	N	O-S-V-O-V-O-V-S	O-S	S
17950	кривичок	3	O-R-V-O-V-O-V-O	O-R	O	O-S-V-O-V-O-V-O	O-S	O
17951	кривка	2	O-R-V-O-O-V	O-R	V	O-S-V-O-O-V	O-S	V
17952	кривне	2	O-R-V-O-N-V	O-R	V	O-S-V-O-S-V	O-S	V
17953	криво	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
17954	кривоверен	4	O-R-V-O-V-O-V-R-V-N	O-R	N	O-S-V-O-V-O-V-S-V-S	O-S	S
17955	кривоверец	4	O-R-V-O-V-O-V-R-V-O	O-R	O	O-S-V-O-V-O-V-S-V-O	O-S	O
17956	кривоверство	4	O-R-V-O-V-O-V-R-O-O-O-V	O-R	V	O-S-V-O-V-O-V-S-O-O-O-V	O-S	V
17957	кривоврат	3	O-R-V-O-V-O-R-V-O	O-R	O	O-S-V-O-V-O-S-V-O	O-S	O
17958	кривоглед	3	O-R-V-O-V-O-L-V-O	O-R	O	O-S-V-O-V-O-S-V-O	O-S	O
17959	кривозаб	3	O-R-V-O-V-O-V-O	O-R	O	O-S-V-O-V-O-V-O	O-S	O
17960	кривоклетник	4	O-R-V-O-V-O-L-V-O-N-V-O	O-R	O	O-S-V-O-V-O-S-V-O-S-V-O	O-S	O
17961	кривоклетство	4	O-R-V-O-V-O-L-V-O-O-O-O-V	O-R	V	O-S-V-O-V-O-S-V-O-O-O-O-V	O-S	V
17962	криволево	4	O-R-V-O-V-L-V-O-V	O-R	V	O-S-V-O-V-S-V-O-V	O-S	V
17963	криволов	3	O-R-V-O-V-L-V-O	O-R	O	O-S-V-O-V-S-V-O	O-S	O
17964	криволовец	4	O-R-V-O-V-L-V-O-V-O	O-R	O	O-S-V-O-V-S-V-O-V-O	O-S	O
17965	криволови	4	O-R-V-O-V-L-V-O-V	O-R	V	O-S-V-O-V-S-V-O-V	O-S	V
17966	кривоног	3	O-R-V-O-V-N-V-O	O-R	O	O-S-V-O-V-S-V-O	O-S	O
17967	кривонос	3	O-R-V-O-V-N-V-O	O-R	O	O-S-V-O-V-S-V-O	O-S	O
17968	криворог	3	O-R-V-O-V-R-V-O	O-R	O	O-S-V-O-V-S-V-O	O-S	O
17969	кривотница	4	O-R-V-O-V-O-N-V-O-V	O-R	V	O-S-V-O-V-O-S-V-O-V	O-S	V
17970	кривоуст	3	O-R-V-O-V-V-O-O	O-R	O-O	O-S-V-O-V-V-O-O	O-S	O-O
17971	кривошија	4	O-R-V-O-V-O-V-J-V	O-R	V	O-S-V-O-V-O-V-S-V	O-S	V
17972	кривулест	3	O-R-V-O-V-L-V-O-O	O-R	O-O	O-S-V-O-V-S-V-O-O	O-S	O-O
17973	кривули	3	O-R-V-O-V-L-V	O-R	V	O-S-V-O-V-S-V	O-S	V
17974	кривулица	4	O-R-V-O-V-L-V-O-V	O-R	V	O-S-V-O-V-S-V-O-V	O-S	V
17975	кривуличав	4	O-R-V-O-V-L-V-O-V-O	O-R	O	O-S-V-O-V-S-V-O-V-O	O-S	O
17976	кривуличи	4	O-R-V-O-V-L-V-O-V	O-R	V	O-S-V-O-V-S-V-O-V	O-S	V
17977	кривулка	3	O-R-V-O-V-L-O-V	O-R	V	O-S-V-O-V-S-O-V	O-S	V
17978	кривулка	3	O-R-V-O-V-L-O-V	O-R	V	O-S-V-O-V-S-O-V	O-S	V
17979	кривулкав	3	O-R-V-O-V-L-O-V-O	O-R	O	O-S-V-O-V-S-O-V-O	O-S	O
17980	кривундалест	4	O-R-V-O-V-N-O-V-L-V-O-O	O-R	O-O	O-S-V-O-V-S-O-V-S-V-O-O	O-S	O-O
17981	кригла	2	O-R-V-O-L-V	O-R	V	O-S-V-O-S-V	O-S	V
17982	крие	2	O-R-V-V	O-R	V	O-S-V-V	O-S	V
17983	криеница	4	O-R-V-V-N-V-O-V	O-R	V	O-S-V-V-S-V-O-V	O-S	V
17984	криенка	3	O-R-V-V-N-O-V	O-R	V	O-S-V-V-S-O-V	O-S	V
17985	криенката	4	O-R-V-V-N-O-V-O-V	O-R	V	O-S-V-V-S-O-V-O-V	O-S	V
17986	криза	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
17987	кризен	2	O-R-V-O-V-N	O-R	N	O-S-V-O-V-S	O-S	S
17988	кријаница	4	O-R-V-J-V-N-V-O-V	O-R	V	O-S-V-S-V-S-V-O-V	O-S	V
17989	крик	1	O-R-V-O	O-R	O	O-S-V-O	O-S	O
17990	крика	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
17991	крикет	2	O-R-V-O-V-O	O-R	O	O-S-V-O-V-O	O-S	O
17992	крикетар	3	O-R-V-O-V-O-V-R	O-R	R	O-S-V-O-V-O-V-S	O-S	S
17993	криклив	2	O-R-V-O-L-V-O	O-R	O	O-S-V-O-S-V-O	O-S	O
17994	крикне	2	O-R-V-O-N-V	O-R	V	O-S-V-O-S-V	O-S	V
17995	крилат	2	O-R-V-L-V-O	O-R	O	O-S-V-S-V-O	O-S	O
17996	крилатен	3	O-R-V-L-V-O-V-N	O-R	N	O-S-V-S-V-O-V-S	O-S	S
17997	крилатица	4	O-R-V-L-V-O-V-O-V	O-R	V	O-S-V-S-V-O-V-O-V	O-S	V
17998	крилен	2	O-R-V-L-V-N	O-R	N	O-S-V-S-V-S	O-S	S
17999	крилест	2	O-R-V-L-V-O-O	O-R	O-O	O-S-V-S-V-O-O	O-S	O-O
18000	крили	2	O-R-V-L-V	O-R	V	O-S-V-S-V	O-S	V
18001	крилка	2	O-R-V-L-O-V	O-R	V	O-S-V-S-O-V	O-S	V
18002	крило	2	O-R-V-L-V	O-R	V	O-S-V-S-V	O-S	V
18003	крим	1	O-R-V-N	O-R	N	O-S-V-S	O-S	S
18004	Крим	1	O-R-V-N	O-R	N	O-S-V-S	O-S	S
18005	криминал	3	O-R-V-N-V-N-V-L	O-R	L	O-S-V-S-V-S-V-S	O-S	S
18006	криминален	4	O-R-V-N-V-N-V-L-V-N	O-R	N	O-S-V-S-V-S-V-S-V-S	O-S	S
18007	криминалец	4	O-R-V-N-V-N-V-L-V-O	O-R	O	O-S-V-S-V-S-V-S-V-O	O-S	O
18008	криминализација	7	O-R-V-N-V-N-V-L-V-O-V-O-V-J-V	O-R	V	O-S-V-S-V-S-V-S-V-O-V-O-V-S-V	O-S	V
18009	криминализира	6	O-R-V-N-V-N-V-L-V-O-V-R-V	O-R	V	O-S-V-S-V-S-V-S-V-O-V-S-V	O-S	V
18010	криминалист	4	O-R-V-N-V-N-V-L-V-O-O	O-R	O-O	O-S-V-S-V-S-V-S-V-O-O	O-S	O-O
18011	криминалистика	6	O-R-V-N-V-N-V-L-V-O-O-V-O-V	O-R	V	O-S-V-S-V-S-V-S-V-O-O-V-O-V	O-S	V
18012	криминалистички	6	O-R-V-N-V-N-V-L-V-O-O-V-O-O-V	O-R	V	O-S-V-S-V-S-V-S-V-O-O-V-O-O-V	O-S	V
18013	криминалитет	5	O-R-V-N-V-N-V-L-V-O-V-O	O-R	O	O-S-V-S-V-S-V-S-V-O-V-O	O-S	O
18014	криминалност	4	O-R-V-N-V-N-V-L-N-V-O-O	O-R	O-O	O-S-V-S-V-S-V-S-S-V-O-O	O-S	O-O
18015	криминоген	4	O-R-V-N-V-N-V-O-V-N	O-R	N	O-S-V-S-V-S-V-O-V-S	O-S	S
18016	криминолог	4	O-R-V-N-V-N-V-L-V-O	O-R	O	O-S-V-S-V-S-V-S-V-O	O-S	O
18017	криминологија	6	O-R-V-N-V-N-V-L-V-O-V-J-V	O-R	V	O-S-V-S-V-S-V-S-V-O-V-S-V	O-S	V
18018	криминолошки	5	O-R-V-N-V-N-V-L-V-O-O-V	O-R	V	O-S-V-S-V-S-V-S-V-O-O-V	O-S	V
18019	кримтехника	4	O-R-V-N-O-V-O-N-V-O-V	O-R	V	O-S-V-S-O-V-O-S-V-O-V	O-S	V
18020	крин	1	O-R-V-N	O-R	N	O-S-V-S	O-S	S
18021	кринов	2	O-R-V-N-V-O	O-R	O	O-S-V-S-V-O	O-S	O
18022	кринолин	3	O-R-V-N-V-L-V-N	O-R	N	O-S-V-S-V-S-V-S	O-S	S
18023	крипта	2	O-R-V-O-O-V	O-R	V	O-S-V-O-O-V	O-S	V
18024	криптограм	3	O-R-V-O-O-V-O-R-V-N	O-R	N	O-S-V-O-O-V-O-S-V-S	O-S	S
18025	криптограф	3	O-R-V-O-O-V-O-R-V-O	O-R	O	O-S-V-O-O-V-O-S-V-O	O-S	O
18026	криптографија	5	O-R-V-O-O-V-O-R-V-O-V-J-V	O-R	V	O-S-V-O-O-V-O-S-V-O-V-S-V	O-S	V
18027	криптолог	3	O-R-V-O-O-V-L-V-O	O-R	O	O-S-V-O-O-V-S-V-O	O-S	O
18028	криптологија	5	O-R-V-O-O-V-L-V-O-V-J-V	O-R	V	O-S-V-O-O-V-S-V-O-V-S-V	O-S	V
18029	криптон	2	O-R-V-O-O-V-N	O-R	N	O-S-V-O-O-V-S	O-S	S
18030	криптоним	3	O-R-V-O-O-V-N-V-N	O-R	N	O-S-V-O-O-V-S-V-S	O-S	S
18031	кристал	2	O-R-V-O-O-V-L	O-R	L	O-S-V-O-O-V-S	O-S	S
18032	кристален	3	O-R-V-O-O-V-L-V-N	O-R	N	O-S-V-O-O-V-S-V-S	O-S	S
18033	кристализација	6	O-R-V-O-O-V-L-V-O-V-O-V-J-V	O-R	V	O-S-V-O-O-V-S-V-O-V-O-V-S-V	O-S	V
18034	кристализира	5	O-R-V-O-O-V-L-V-O-V-R-V	O-R	V	O-S-V-O-O-V-S-V-O-V-S-V	O-S	V
18035	кристално	3	O-R-V-O-O-V-L-N-V	O-R	V	O-S-V-O-O-V-S-S-V	O-S	V
18036	кристалографија	6	O-R-V-O-O-V-L-V-O-R-V-O-V-J-V	O-R	V	O-S-V-O-O-V-S-V-O-S-V-O-V-S-V	O-S	V
18037	Крит	1	O-R-V-O	O-R	O	O-S-V-O	O-S	O
18038	критериум	4	O-R-V-O-V-R-V-V-N	O-R	N	O-S-V-O-V-S-V-V-S	O-S	S
18039	критизер	3	O-R-V-O-V-O-V-R	O-R	R	O-S-V-O-V-O-V-S	O-S	S
18040	критизерство	4	O-R-V-O-V-O-V-R-O-O-O-V	O-R	V	O-S-V-O-V-O-V-S-O-O-O-V	O-S	V
18041	критизира	4	O-R-V-O-V-O-V-R-V	O-R	V	O-S-V-O-V-O-V-S-V	O-S	V
18042	критик	2	O-R-V-O-V-O	O-R	O	O-S-V-O-V-O	O-S	O
18043	критика	3	O-R-V-O-V-O-V	O-R	V	O-S-V-O-V-O-V	O-S	V
18044	критикува	4	O-R-V-O-V-O-V-O-V	O-R	V	O-S-V-O-V-O-V-O-V	O-S	V
18045	критичар	3	O-R-V-O-V-O-V-R	O-R	R	O-S-V-O-V-O-V-S	O-S	S
18046	критичен	3	O-R-V-O-V-O-V-N	O-R	N	O-S-V-O-V-O-V-S	O-S	S
18047	критично	3	O-R-V-O-V-O-N-V	O-R	V	O-S-V-O-V-O-S-V	O-S	V
18048	криумчар	3	O-R-V-V-N-O-V-R	O-R	R	O-S-V-V-S-O-V-S	O-S	S
18049	криумчарење	5	O-R-V-V-N-O-V-R-V-N-V	O-R	V	O-S-V-V-S-O-V-S-V-S-V	O-S	V
18050	криумчари	4	O-R-V-V-N-O-V-R-V	O-R	V	O-S-V-V-S-O-V-S-V	O-S	V
18051	кришен	2	O-R-V-O-V-N	O-R	N	O-S-V-O-V-S	O-S	S
18052	кришум	2	O-R-V-O-V-N	O-R	N	O-S-V-O-V-S	O-S	S
18053	крка	2	O-V-R-O-V	O	V	O-V-S-O-V	O	V
18054	кркалец	3	O-V-R-O-V-L-V-O	O	O	O-V-S-O-V-S-V-O	O	O
18055	кркало	3	O-V-R-O-V-L-V	O	V	O-V-S-O-V-S-V	O	V
18056	кркач	2	O-V-R-O-V-O	O	O	O-V-S-O-V-O	O	O
18057	кркач	2	O-V-R-O-V-O	O	O	O-V-S-O-V-O	O	O
18058	крклица	3	O-V-R-O-L-V-O-V	O	V	O-V-S-O-S-V-O-V	O	V
18059	кркма	2	O-V-R-O-N-V	O	V	O-V-S-O-S-V	O	V
18060	кркне	2	O-V-R-O-N-V	O	V	O-V-S-O-S-V	O	V
18061	крколица	4	O-V-R-O-V-L-V-O-V	O	V	O-V-S-O-V-S-V-O-V	O	V
18062	кркор	2	O-V-R-O-V-R	O	R	O-V-S-O-V-S	O	S
18063	кркори	3	O-V-R-O-V-R-V	O	V	O-V-S-O-V-S-V	O	V
18064	кркот	2	O-V-R-O-V-O	O	O	O-V-S-O-V-O	O	O
18065	кркоти	3	O-V-R-O-V-O-V	O	V	O-V-S-O-V-O-V	O	V
18066	кркотница	4	O-V-R-O-V-O-N-V-O-V	O	V	O-V-S-O-V-O-S-V-O-V	O	V
18067	кркуш	2	O-V-R-O-V-O	O	O	O-V-S-O-V-O	O	O
18068	кркушка	3	O-V-R-O-V-O-O-V	O	V	O-V-S-O-V-O-O-V	O	V
18069	кркче	2	O-V-R-O-O-V	O	V	O-V-S-O-O-V	O	V
18070	крла	2	O-V-R-L-V	O	V	O-V-S-S-V	O	V
18071	крлави	3	O-V-R-L-V-O-V	O	V	O-V-S-S-V-O-V	O	V
18072	крлеж	2	O-V-R-L-V-O	O	O	O-V-S-S-V-O	O	O
18073	крлетка	3	O-V-R-L-V-O-O-V	O	V	O-V-S-S-V-O-O-V	O	V
18074	крлик	2	O-V-R-L-V-O	O	O	O-V-S-S-V-O	O	O
18075	крлук	2	O-V-R-L-V-O	O	O	O-V-S-S-V-O	O	O
18076	крлушка	3	O-V-R-L-V-O-O-V	O	V	O-V-S-S-V-O-O-V	O	V
18077	крлушкав	3	O-V-R-L-V-O-O-V-O	O	O	O-V-S-S-V-O-O-V-O	O	O
18078	крма	2	O-V-R-N-V	O	V	O-V-S-S-V	O	V
18079	крмак	2	O-V-R-N-V-O	O	O	O-V-S-S-V-O	O	O
18080	крмар	2	O-V-R-N-V-R	O	R	O-V-S-S-V-S	O	S
18081	крмез	2	O-V-R-N-V-O	O	O	O-V-S-S-V-O	O	O
18082	крмен	2	O-V-R-N-V-N	O	N	O-V-S-S-V-S	O	S
18083	крми	2	O-V-R-N-V	O	V	O-V-S-S-V	O	V
18084	крмнак	2	O-V-R-N-N-V-O	O	O	O-V-S-S-S-V-O	O	O
18085	крмначе	3	O-V-R-N-N-V-O-V	O	V	O-V-S-S-S-V-O-V	O	V
18086	крмуз	2	O-V-R-N-V-O	O	O	O-V-S-S-V-O	O	O
18087	крмуз	2	O-V-R-N-V-O	O	O	O-V-S-S-V-O	O	O
18088	крмчија	3	O-V-R-N-O-V-J-V	O	V	O-V-S-S-O-V-S-V	O	V
18089	крндак	2	O-V-R-N-O-V-O	O	O	O-V-S-S-O-V-O	O	O
18090	крни	2	O-V-R-N-V	O	V	O-V-S-S-V	O	V
18091	крнорог	3	O-V-R-N-V-R-V-O	O	O	O-V-S-S-V-S-V-O	O	O
18092	крнорога	4	O-V-R-N-V-R-V-O-V	O	V	O-V-S-S-V-S-V-O-V	O	V
18093	крнтија	3	O-V-R-N-O-V-J-V	O	V	O-V-S-S-O-V-S-V	O	V
18094	кров	1	O-R-V-O	O-R	O	O-S-V-O	O-S	O
18095	кровен	2	O-R-V-O-V-N	O-R	N	O-S-V-O-V-S	O-S	S
18096	кроеж	2	O-R-V-V-O	O-R	O	O-S-V-V-O	O-S	O
18097	крои	2	O-R-V-V	O-R	V	O-S-V-V	O-S	V
18098	крој	1	O-R-V-J	O-R	J	O-S-V-S	O-S	S
18099	кројач	2	O-R-V-J-V-O	O-R	O	O-S-V-S-V-O	O-S	O
18100	кројачка	3	O-R-V-J-V-O-O-V	O-R	V	O-S-V-S-V-O-O-V	O-S	V
18101	кројачница	4	O-R-V-J-V-O-N-V-O-V	O-R	V	O-S-V-S-V-O-S-V-O-V	O-S	V
18102	кројка	2	O-R-V-J-O-V	O-R	V	O-S-V-S-O-V	O-S	V
18103	кроки	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
18104	крокира	3	O-R-V-O-V-R-V	O-R	V	O-S-V-O-V-S-V	O-S	V
18105	крокодил	3	O-R-V-O-V-O-V-L	O-R	L	O-S-V-O-V-O-V-S	O-S	S
18106	крокодилски	4	O-R-V-O-V-O-V-L-O-O-V	O-R	V	O-S-V-O-V-O-V-S-O-O-V	O-S	V
18107	крокодилче	4	O-R-V-O-V-O-V-L-O-V	O-R	V	O-S-V-O-V-O-V-S-O-V	O-S	V
18108	кромид	2	O-R-V-N-V-O	O-R	O	O-S-V-S-V-O	O-S	O
18109	кромидар	3	O-R-V-N-V-O-V-R	O-R	R	O-S-V-S-V-O-V-S	O-S	S
18110	кромидарник	4	O-R-V-N-V-O-V-R-N-V-O	O-R	O	O-S-V-S-V-O-V-S-S-V-O	O-S	O
18111	кромидов	3	O-R-V-N-V-O-V-O	O-R	O	O-S-V-S-V-O-V-O	O-S	O
18112	кромидушка	4	O-R-V-N-V-O-V-O-O-V	O-R	V	O-S-V-S-V-O-V-O-O-V	O-S	V
18113	кромитчија	4	O-R-V-N-V-O-O-V-J-V	O-R	V	O-S-V-S-V-O-O-V-S-V	O-S	V
18114	крондир	2	O-R-V-N-O-V-R	O-R	R	O-S-V-S-O-V-S	O-S	S
18115	крос	1	O-R-V-O	O-R	O	O-S-V-O	O-S	O
18116	кросист	2	O-R-V-O-V-O-O	O-R	O-O	O-S-V-O-V-O-O	O-S	O-O
18117	кросно	2	O-R-V-O-N-V	O-R	V	O-S-V-O-S-V	O-S	V
18118	кроти	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
18119	кротичок	3	O-R-V-O-V-O-V-O	O-R	O	O-S-V-O-V-O-V-O	O-S	O
18120	кротко	2	O-R-V-O-O-V	O-R	V	O-S-V-O-O-V	O-S	V
18121	кроткост	2	O-R-V-O-O-V-O-O	O-R	O-O	O-S-V-O-O-V-O-O	O-S	O-O
18122	кроткота	3	O-R-V-O-O-V-O-V	O-R	V	O-S-V-O-O-V-O-V	O-S	V
18123	кроткотија	4	O-R-V-O-O-V-O-V-J-V	O-R	V	O-S-V-O-O-V-O-V-S-V	O-S	V
18124	кроткум	2	O-R-V-O-O-V-N	O-R	N	O-S-V-O-O-V-S	O-S	S
18125	кроток	2	O-R-V-O-V-O	O-R	O	O-S-V-O-V-O	O-S	O
18126	кротост	2	O-R-V-O-V-O-O	O-R	O-O	O-S-V-O-V-O-O	O-S	O-O
18127	кротум	2	O-R-V-O-V-N	O-R	N	O-S-V-O-V-S	O-S	S
18128	крофна	2	O-R-V-O-N-V	O-R	V	O-S-V-O-S-V	O-S	V
18129	кроце	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
18130	кроше	2	O-R-V-O-V	O-R	V	O-S-V-O-V	O-S	V
18131	крошна	2	O-R-V-O-N-V	O-R	V	O-S-V-O-S-V	O-S	V
18132	крпа	2	O-V-R-O-V	O	V	O-V-S-O-V	O	V
18133	крпари	3	O-V-R-O-V-R-V	O	V	O-V-S-O-V-S-V	O	V
18134	крпарија	4	O-V-R-O-V-R-V-J-V	O	V	O-V-S-O-V-S-V-S-V	O	V
18135	крпач	2	O-V-R-O-V-O	O	O	O-V-S-O-V-O	O	O
18136	крпеж	2	O-V-R-O-V-O	O	O	O-V-S-O-V-O	O	O
18137	крпеница	4	O-V-R-O-V-N-V-O-V	O	V	O-V-S-O-V-S-V-O-V	O	V
18138	крпи	2	O-V-R-O-V	O	V	O-V-S-O-V	O	V
18139	крполи	3	O-V-R-O-V-L-V	O	V	O-V-S-O-V-S-V	O	V
18140	крпче	2	O-V-R-O-O-V	O	V	O-V-S-O-O-V	O	V
18141	крсник	2	O-V-R-O-N-V-O	O	O	O-V-S-O-S-V-O	O	O
18142	крснозе	3	O-V-R-O-N-V-O-V	O	V	O-V-S-O-S-V-O-V	O	V
18143	крст	1	O-V-R-O-O	O	R-O-O	O-V-S-O-O	O	S-O-O
18144	крстарење	4	O-V-R-O-O-V-R-V-N-V	O	V	O-V-S-O-O-V-S-V-S-V	O	V
18145	крстари	3	O-V-R-O-O-V-R-V	O	V	O-V-S-O-O-V-S-V	O	V
18146	крстат	2	O-V-R-O-O-V-O	O	O	O-V-S-O-O-V-O	O	O
18147	крстач	2	O-V-R-O-O-V-O	O	O	O-V-S-O-O-V-O	O	O
18148	крстачка	3	O-V-R-O-O-V-O-O-V	O	V	O-V-S-O-O-V-O-O-V	O	V
18149	крсташ	2	O-V-R-O-O-V-O	O	O	O-V-S-O-O-V-O	O	O
18150	крстен	2	O-V-R-O-O-V-N	O	N	O-V-S-O-O-V-S	O	S
18151	крстеница	4	O-V-R-O-O-V-N-V-O-V	O	V	O-V-S-O-O-V-S-V-O-V	O	V
18152	крстениче	4	O-V-R-O-O-V-N-V-O-V	O	V	O-V-S-O-O-V-S-V-O-V	O	V
18153	крстење	3	O-V-R-O-O-V-N-V	O	V	O-V-S-O-O-V-S-V	O	V
18154	крстест	2	O-V-R-O-O-V-O-O	O	O-O	O-V-S-O-O-V-O-O	O	O-O
18155	крстец	2	O-V-R-O-O-V-O	O	O	O-V-S-O-O-V-O	O	O
18156	крсти	2	O-V-R-O-O-V	O	V	O-V-S-O-O-V	O	V
18157	крсти	2	O-V-R-O-O-V	O	V	O-V-S-O-O-V	O	V
18158	крстилница	4	O-V-R-O-O-V-L-N-V-O-V	O	V	O-V-S-O-O-V-S-S-V-O-V	O	V
18159	крстина	3	O-V-R-O-O-V-N-V	O	V	O-V-S-O-O-V-S-V	O	V
18160	крстица	3	O-V-R-O-O-V-O-V	O	V	O-V-S-O-O-V-O-V	O	V
18161	крстобол	3	O-V-R-O-O-V-O-V-L	O	L	O-V-S-O-O-V-O-V-S	O	S
18162	Крстовден	3	O-V-R-O-O-V-O-O-V-N	O	N	O-V-S-O-O-V-O-O-V-S	O	S
18163	крстовиден	4	O-V-R-O-O-V-O-V-O-V-N	O	N	O-V-S-O-O-V-O-V-O-V-S	O	S
18164	крстозбор	3	O-V-R-O-O-V-O-O-V-R	O	R	O-V-S-O-O-V-O-O-V-S	O	S
18165	крстозборка	4	O-V-R-O-O-V-O-O-V-R-O-V	O	V	O-V-S-O-O-V-O-O-V-S-O-V	O	V
18166	крстома	3	O-V-R-O-O-V-N-V	O	V	O-V-S-O-O-V-S-V	O	V
18167	крстоносен	4	O-V-R-O-O-V-N-V-O-V-N	O	N	O-V-S-O-O-V-S-V-O-V-S	O	S
18168	крстоносец	4	O-V-R-O-O-V-N-V-O-V-O	O	O	O-V-S-O-O-V-S-V-O-V-O	O	O
18169	крстообразен	5	O-V-R-O-O-V-V-O-R-V-O-V-N	O	N	O-V-S-O-O-V-V-O-S-V-O-V-S	O	S
18170	крстопат	3	O-V-R-O-O-V-O-V-O	O	O	O-V-S-O-O-V-O-V-O	O	O
18171	крстоса	3	O-V-R-O-O-V-O-V	O	V	O-V-S-O-O-V-O-V	O	V
18172	крстословка	4	O-V-R-O-O-V-O-L-V-O-O-V	O	V	O-V-S-O-O-V-O-S-V-O-O-V	O	V
18173	крстосница	4	O-V-R-O-O-V-O-N-V-O-V	O	V	O-V-S-O-O-V-O-S-V-O-V	O	V
18174	крстосување	5	O-V-R-O-O-V-O-V-O-V-N-V	O	V	O-V-S-O-O-V-O-V-O-V-S-V	O	V
18175	крстосувач	4	O-V-R-O-O-V-O-V-O-V-O	O	O	O-V-S-O-O-V-O-V-O-V-O	O	O
18176	крстосувачки	5	O-V-R-O-O-V-O-V-O-V-O-O-V	O	V	O-V-S-O-O-V-O-V-O-V-O-O-V	O	V
18177	крстум	2	O-V-R-O-O-V-N	O	N	O-V-S-O-O-V-S	O	S
18178	крт	1	O-V-R-O	O	R-O	O-V-S-O	O	S-O
18179	крт	1	O-V-R-O	O	R-O	O-V-S-O	O	S-O
18180	кртала	3	O-V-R-O-V-L-V	O	V	O-V-S-O-V-S-V	O	V
18181	кртечина	4	O-V-R-O-V-O-V-N-V	O	V	O-V-S-O-V-O-V-S-V	O	V
18182	кртешница	4	O-V-R-O-V-O-N-V-O-V	O	V	O-V-S-O-V-O-S-V-O-V	O	V
18183	крти	2	O-V-R-O-V	O	V	O-V-S-O-V	O	V
18184	кртило	3	O-V-R-O-V-L-V	O	V	O-V-S-O-V-S-V	O	V
18185	кртина	3	O-V-R-O-V-N-V	O	V	O-V-S-O-V-S-V	O	V
18186	кртичав	3	O-V-R-O-V-O-V-O	O	O	O-V-S-O-V-O-V-O	O	O
18187	кртичник	3	O-V-R-O-V-O-N-V-O	O	O	O-V-S-O-V-O-S-V-O	O	O
18188	кртола	3	O-V-R-O-V-L-V	O	V	O-V-S-O-V-S-V	O	V
18189	кртул	2	O-V-R-O-V-L	O	L	O-V-S-O-V-S	O	S
18190	круг	1	O-R-V-O	O-R	O	O-S-V-O	O-S	O
