frequency_manner_monosyllabic_codas
O	3689
V	1099
N	764
O-O	735
L	529
R	384
R-O	334
N-O	278
J	276
L-O	161
O-R	115
J-O	108
O-L	81
O-N	73
R-N	67
N-N	62
L-L	42
J-N	42
O-O-O	40
R-L	34
R-O-O	30
O-O-R	29
L-N	27
N-O-R	23
N-O-O	16
J-N-O	16
O-O-O-O	15
O-N-O	14
J-L	12
J-O-O	9
J-R	9
L-O-O	8
N-O-O-O	8
R-O-O-O	7
N-R	7
O-O-L	7
J-O-O-O	4
R-R	4
R-O-L	3
J-O-L	3
R-J	3
O-O-N	2
N-L	2
N-O-L	2
O-J	2
L-O-R	2
R-O-N	1
L-O-L	1
N-J	1
R-O-O-O-O	1
N-O-O-R	1
L-N-O	1
R-L-O	1
O-O-O-R	1
R-N-O-O	1
