frequency_quality_all_onsets
O	45948
S	18129
V	16983
O-S	13680
O-O	5509
O-O-S	1157
O-O-O	431
S-S	292
O-O-O-S	106
S-O	104
S-O-O	15
S-O-S	8
O-S-S	7
O-O-O-O	4
O-S-O	2
