frequency_manner_monosyllabic_codas
O	626
N	144
V	118
O-O	86
R-O	84
R	79
N-O	63
L	61
J	48
L-O	36
R-O-O	10
J-O	8
R-N	5
N-O-O	3
R-L	2
J-L	2
O-O-O	2
L-N	2
J-N-O	1
J-N	1
