frequency_quality_monosyllabic_onsets
O	955
O-S	638
S	376
O-O	335
V	99
O-O-S	96
O-O-O	27
S-O	21
O-O-O-S	11
S-S	10
S-O-O	5
S-O-S	3
O-S-S	2
O-S-O	1
