excess_clusters_intervocalic_monosyllabic_quality
S-S-O-O-O-S
S-S-O-S-S
S-S-O-O-O-O
S-O-O-O-O-S
S-O-O-S-S
S-S-S-S
O-O-O-O-O-S
O-O-O-S-S
O-O-O-O-O-O
