frequency_manner_all_codas
V	33320
O	32251
J	22183
O-O	4642
N	3088
R	2210
L	2006
N-O	663
O-N	642
R-O	386
O-R	311
L-O	117
N-O-O	61
J-O	60
R-N	54
O-L	49
J-N	42
O-O-O	36
R-O-O	36
O-O-R	33
L-L	32
N-O-R	29
N-N	21
L-N	17
J-L	16
J-O-O	15
L-O-O	13
L-O-R	10
R-L	7
J-N-O	3
J-R	3
N-O-L	2
N-R	2
N-L	2
J-O-L	2
O-O-L	2
R-O-O-O	1
R-R	1
O-N-O	1
N-O-O-R	1
O-R-O-O	1
L-O-O-O	1
O-O-N	1
R-L-O	1
R-N-O-O	1
