frequency_quality_monosyllabic_onsets
O	3013
O-S	2134
S	1418
O-O	1103
V	503
O-O-S	370
S-O	292
O-O-O	107
S-S	94
S-O-O	46
O-O-O-S	38
O-S-S	36
S-O-S	29
O-S-O	2
O-O-O-O	1
