frequency_manner_monosyllabic_onsets
O	955
O-O	335
O-R	298
O-L	227
N	147
V	99
O-N	97
L	91
R	90
O-O-R	58
J	48
O-O-L	27
O-O-O	27
O-J	16
R-O	11
O-O-N	10
O-O-O-R	6
O-O-O-L	5
L-O	5
N-O	5
N-R	4
N-O-O	3
L-O-O	2
N-O-L	2
N-L	2
N-N	2
O-R-N	1
O-O-J	1
L-J	1
L-N	1
N-O-J	1
O-L-O	1
O-N-R	1
