frequency_manner_monosyllabic_onsets
O	3013
O-O	1103
O-R	941
O-L	713
N	559
V	503
O-N	384
L	348
R	304
J	207
O-O-R	184
R-O	131
O-O-O	107
O-J	96
N-O	90
O-O-L	83
O-O-N	73
L-O	71
N-O-O	33
O-O-J	30
N-N	30
O-O-O-R	26
L-J	22
L-N	20
N-O-L	15
O-R-N	14
N-R	14
N-O-J	14
L-O-O	13
O-O-O-L	12
O-N-N	10
N-L	7
O-L-J	7
O-N-L	3
O-L-O	2
O-N-R	2
O-O-O-O	1
R-J	1
